"id","technology_id","city_id","start_experience_range","end_experience_range","candidate_id","is_main_tech","state_initials"
d76b63ec-954c-4645-89a1-3e61dd3663c7,"0995a25a-0742-4631-9169-76097beb307e","20c6d0ba-cd8a-461e-8506-49748992c61c",2,3,"7e81110f-c598-4806-9310-be99cd2c7232",true,SP
"203b743e-f367-4f08-ac08-9c575b0d30d9","6c4cfde6-25a1-45ba-ba12-f24e6ff0b959","20c6d0ba-cd8a-461e-8506-49748992c61c",2,3,"7e81110f-c598-4806-9310-be99cd2c7232",false,SP
"4937b464-5240-49b9-8056-4f44e40709a3",e90bc524-e19c-4fd6-b01a-0acfb53b31ce,"20c6d0ba-cd8a-461e-8506-49748992c61c",2,3,"7e81110f-c598-4806-9310-be99cd2c7232",false,SP
"0f6a55a1-f130-4aa2-82d0-95392a115c73",ee86754d-fe6e-4146-bd6b-f09abe80d12c,"20c6d0ba-cd8a-461e-8506-49748992c61c",2,3,"7e81110f-c598-4806-9310-be99cd2c7232",false,SP
b7d7f8f6-cfee-45eb-9fd5-b458043881a9,"64e77616-4599-42f2-ba4f-7976dd2c5fba","20c6d0ba-cd8a-461e-8506-49748992c61c",2,3,"7e81110f-c598-4806-9310-be99cd2c7232",false,SP
c23cf178-5bd2-4e8a-a93b-4b052f8d379e,"04ec70df-84a7-4f3d-9b03-fd32b18521f2","20c6d0ba-cd8a-461e-8506-49748992c61c",2,3,"7e81110f-c598-4806-9310-be99cd2c7232",false,SP
"179cd5c5-aa2b-4d2d-bbe9-938015b5f6e0","46f06f61-fede-4020-b6dc-92e7d3b2d311","20c6d0ba-cd8a-461e-8506-49748992c61c",2,3,"7e81110f-c598-4806-9310-be99cd2c7232",true,SP
cd879a4b-86ac-4c75-97b9-ceac5780c891,"8c827aa5-2fb7-4d36-bef7-3ff472b12c85","20c6d0ba-cd8a-461e-8506-49748992c61c",2,3,"7e81110f-c598-4806-9310-be99cd2c7232",false,SP
"4d562b5d-71ea-458a-8329-cfbd05faba42","868fd264-c23f-4670-9271-db840f7d3018","20c6d0ba-cd8a-461e-8506-49748992c61c",2,3,"7e81110f-c598-4806-9310-be99cd2c7232",false,SP
"566735d6-2ef0-47a1-9a28-bcbae99f10e7","01baa0d1-d7e2-424f-859c-bd2f06a826b8",a6ed767d-d2a2-491b-a430-1e254aad4749,0,1,ce6eab20-9c56-419f-8c0a-5a8535023acb,false,SC
"9458ef70-1676-41f2-b67c-941fc1d45ea0","8c827aa5-2fb7-4d36-bef7-3ff472b12c85",a6ed767d-d2a2-491b-a430-1e254aad4749,0,1,ce6eab20-9c56-419f-8c0a-5a8535023acb,false,SC
"0726a54c-6c4b-4a41-bc40-9e23d98ea2f5","44726449-ba64-4f38-a172-2df792cfd018",a6ed767d-d2a2-491b-a430-1e254aad4749,0,1,ce6eab20-9c56-419f-8c0a-5a8535023acb,false,SC
"321f51e5-9dd9-463c-8072-663c735026d2",cbc354eb-0b89-4d49-9636-ec50367b760e,a6ed767d-d2a2-491b-a430-1e254aad4749,0,1,ce6eab20-9c56-419f-8c0a-5a8535023acb,false,SC
"022dc871-fa51-46f9-b5ff-546339f0ec1a","04ec70df-84a7-4f3d-9b03-fd32b18521f2",a6ed767d-d2a2-491b-a430-1e254aad4749,0,1,ce6eab20-9c56-419f-8c0a-5a8535023acb,true,SC
f70a2f47-4616-4dee-a02e-5decd171455a,ee86754d-fe6e-4146-bd6b-f09abe80d12c,a6ed767d-d2a2-491b-a430-1e254aad4749,0,1,ce6eab20-9c56-419f-8c0a-5a8535023acb,false,SC
"6592dd55-3a40-455e-b1b0-928d599f58b4","46f06f61-fede-4020-b6dc-92e7d3b2d311",a6ed767d-d2a2-491b-a430-1e254aad4749,0,1,ce6eab20-9c56-419f-8c0a-5a8535023acb,false,SC
"7d810e4d-3a0b-4112-8248-c124f5d1e6b0","8bc88bf5-25e7-479c-98ad-07fa6a6f4e26",a6ed767d-d2a2-491b-a430-1e254aad4749,0,1,ce6eab20-9c56-419f-8c0a-5a8535023acb,false,SC
"1d15b008-961d-4e58-a68d-79f7fbaacf6d",c4379e3f-4898-4ce1-88c8-5f5cd9f64419,a6ed767d-d2a2-491b-a430-1e254aad4749,0,1,ce6eab20-9c56-419f-8c0a-5a8535023acb,false,SC
"3fe67a5e-9208-40b2-a608-951b171e1e2e",e90bc524-e19c-4fd6-b01a-0acfb53b31ce,a6ed767d-d2a2-491b-a430-1e254aad4749,0,1,ce6eab20-9c56-419f-8c0a-5a8535023acb,false,SC
ddccd6d2-9f58-4a08-87c6-1165ae6464c1,ce1b1a21-89c5-4630-8e7e-977344111976,a6ed767d-d2a2-491b-a430-1e254aad4749,0,1,ce6eab20-9c56-419f-8c0a-5a8535023acb,false,SC
"05ed9270-758f-45b9-9e5f-822e05d6ec83","13fa716d-3467-4889-bef9-55b7a224225b",a6ed767d-d2a2-491b-a430-1e254aad4749,0,1,ce6eab20-9c56-419f-8c0a-5a8535023acb,true,SC
ebf94187-ecc1-4fb6-85f4-407bc1f6f7fd,"7383c3d9-081b-4de8-b052-148beacd90fa",c1617a8a-ed96-4240-88c6-2b597c72e772,1,2,"0c90d473-a7af-412b-9e9d-4adb1239fcfd",false,SP
"715ab8ce-ce74-440e-a4ba-201e80c658bb","98fc50aa-b74c-423a-8a07-80efe79c23e6",c1617a8a-ed96-4240-88c6-2b597c72e772,1,2,"0c90d473-a7af-412b-9e9d-4adb1239fcfd",false,SP
"229bc8ce-6fd3-4838-8f43-ae0d195821b6","44726449-ba64-4f38-a172-2df792cfd018",c1617a8a-ed96-4240-88c6-2b597c72e772,1,2,"0c90d473-a7af-412b-9e9d-4adb1239fcfd",false,SP
"0e21d3f3-e954-4369-8008-ebc2cf11bc8d","0995a25a-0742-4631-9169-76097beb307e",c1617a8a-ed96-4240-88c6-2b597c72e772,1,2,"0c90d473-a7af-412b-9e9d-4adb1239fcfd",true,SP
"0bd5d851-a665-4b50-89d4-2959da22e6fa","8b21bbf1-b3a2-40f9-85d8-f7692729c429",c1617a8a-ed96-4240-88c6-2b597c72e772,1,2,"0c90d473-a7af-412b-9e9d-4adb1239fcfd",false,SP
"3d886760-9bd9-41c7-bfed-50a1e44373e7",b64da8a0-618e-4021-a898-73d062b11a51,c1617a8a-ed96-4240-88c6-2b597c72e772,1,2,"0c90d473-a7af-412b-9e9d-4adb1239fcfd",false,SP
"6d426e1d-b682-41a5-8749-bffc787a4490","72405602-da9a-40de-9471-6d2623e42f7c",c1617a8a-ed96-4240-88c6-2b597c72e772,1,2,"0c90d473-a7af-412b-9e9d-4adb1239fcfd",false,SP
"18f1f720-8c44-40f1-8877-c754ff1881d6","01baa0d1-d7e2-424f-859c-bd2f06a826b8",c1617a8a-ed96-4240-88c6-2b597c72e772,1,2,"0c90d473-a7af-412b-9e9d-4adb1239fcfd",false,SP
b2e39a7c-74a3-4f7c-a338-340e65cc761a,ee86754d-fe6e-4146-bd6b-f09abe80d12c,c1617a8a-ed96-4240-88c6-2b597c72e772,1,2,"0c90d473-a7af-412b-9e9d-4adb1239fcfd",false,SP
"6e11efdf-11d4-4c3d-a7a0-f84567a8b89f","13fa716d-3467-4889-bef9-55b7a224225b",c1617a8a-ed96-4240-88c6-2b597c72e772,1,2,"0c90d473-a7af-412b-9e9d-4adb1239fcfd",true,SP
"84b4e2d8-8e43-4ef0-8138-1cf060ffdd79",ae7ad367-b9a6-46ae-8856-31eac16bba39,c1617a8a-ed96-4240-88c6-2b597c72e772,1,2,"0c90d473-a7af-412b-9e9d-4adb1239fcfd",false,SP
"031add78-221f-4ea5-8ee9-daaa877f2f8e","6b5cdb2f-0a7a-426f-98b0-84f1451f6bcf",c1617a8a-ed96-4240-88c6-2b597c72e772,1,2,"0c90d473-a7af-412b-9e9d-4adb1239fcfd",false,SP
d9844065-4028-4a5c-b54f-f52eb97f6067,"868fd264-c23f-4670-9271-db840f7d3018",c1617a8a-ed96-4240-88c6-2b597c72e772,1,2,"0c90d473-a7af-412b-9e9d-4adb1239fcfd",false,SP
be271231-ad16-4ec5-b43c-4d19d92cc632,"8c827aa5-2fb7-4d36-bef7-3ff472b12c85",c1617a8a-ed96-4240-88c6-2b597c72e772,1,2,"0c90d473-a7af-412b-9e9d-4adb1239fcfd",false,SP
"372f7a58-f942-4f20-b46b-870243839778","884ffb9e-67dc-4860-9bdf-27558965b783","0021e568-1cc8-45b8-a845-14fab79b2943",0,1,"34778714-8ded-49ac-8c8b-d14363fad86b",true,CE
"3afb5c81-15e4-43ba-9069-b087f5cd8de3","309aa1d1-9a4f-4ac7-b2fe-977a45c3b759","0021e568-1cc8-45b8-a845-14fab79b2943",0,1,"34778714-8ded-49ac-8c8b-d14363fad86b",false,CE
"837f6e3e-6d3f-4a30-b388-6c307b6bebfd","65477459-0373-42a6-9f8e-89715660e120","0021e568-1cc8-45b8-a845-14fab79b2943",0,1,"34778714-8ded-49ac-8c8b-d14363fad86b",false,CE
"30e7ef4e-bf8c-45ea-aebb-6b225a706421",b2d2b12c-9759-4077-a9aa-d0156ed68ba4,"0021e568-1cc8-45b8-a845-14fab79b2943",0,1,"34778714-8ded-49ac-8c8b-d14363fad86b",false,CE
"516c0239-23d2-410a-a8e0-c46e281bea44",eda5b0db-d7a0-40e2-9a82-43f852263c0b,"0021e568-1cc8-45b8-a845-14fab79b2943",0,1,"34778714-8ded-49ac-8c8b-d14363fad86b",false,CE
"514c6659-cc71-4010-8eea-dcd503c34c69","3232aaf8-cbec-479f-901f-4d11c5f29558","0021e568-1cc8-45b8-a845-14fab79b2943",0,1,"34778714-8ded-49ac-8c8b-d14363fad86b",false,CE
"041b2bf8-2571-4c24-af34-2e5a98094ec8",fd2530a9-d78c-4c2a-8899-a6b44b796b02,"0021e568-1cc8-45b8-a845-14fab79b2943",0,1,"34778714-8ded-49ac-8c8b-d14363fad86b",true,CE
e860ad7f-285b-43e6-9d83-30eec52fe9f9,"309aa1d1-9a4f-4ac7-b2fe-977a45c3b759",db351f24-b9d9-46f5-902b-e6a033deee9a,12,0,"277edb25-d0ef-4c9a-8b18-2028adcdad17",true,SC
"793859da-b124-4b18-a48d-cb5107b4ba6d",aff76b46-d50e-4039-8112-5ef151862777,db351f24-b9d9-46f5-902b-e6a033deee9a,12,0,"277edb25-d0ef-4c9a-8b18-2028adcdad17",false,SC
"6c1907ba-5105-4710-883f-9b742848f228","8b21bbf1-b3a2-40f9-85d8-f7692729c429",db351f24-b9d9-46f5-902b-e6a033deee9a,12,0,"277edb25-d0ef-4c9a-8b18-2028adcdad17",false,SC
"34590d3d-917e-4335-a964-93aab0ecc8a7",b2d2b12c-9759-4077-a9aa-d0156ed68ba4,db351f24-b9d9-46f5-902b-e6a033deee9a,12,0,"277edb25-d0ef-4c9a-8b18-2028adcdad17",false,SC
"57094be5-febc-4e18-bd11-c97afd1c249c","13fa716d-3467-4889-bef9-55b7a224225b",db351f24-b9d9-46f5-902b-e6a033deee9a,12,0,"277edb25-d0ef-4c9a-8b18-2028adcdad17",false,SC
c8a96a05-b5f9-464d-ad5a-e3fd9d71e4c6,"8a7a8773-cd48-4307-a62d-7aa7b1e6c554",db351f24-b9d9-46f5-902b-e6a033deee9a,12,0,"277edb25-d0ef-4c9a-8b18-2028adcdad17",false,SC
"3cd31ac7-b944-48cc-adfe-83d19256b22b","3232aaf8-cbec-479f-901f-4d11c5f29558",db351f24-b9d9-46f5-902b-e6a033deee9a,12,0,"277edb25-d0ef-4c9a-8b18-2028adcdad17",false,SC
fe5416da-53cd-40e4-b229-8a5165f29ace,"630dab2d-8e50-4863-9586-c86b18c796c7",db351f24-b9d9-46f5-902b-e6a033deee9a,12,0,"277edb25-d0ef-4c9a-8b18-2028adcdad17",false,SC
"55f61934-b5c1-48c6-bc26-f04f8b58b0d9","44726449-ba64-4f38-a172-2df792cfd018",db351f24-b9d9-46f5-902b-e6a033deee9a,12,0,"277edb25-d0ef-4c9a-8b18-2028adcdad17",false,SC
ce403556-63fd-4451-82ff-a03ad7f340a3,c48415f7-4a86-4b0e-8b10-13a68b01475c,db351f24-b9d9-46f5-902b-e6a033deee9a,12,0,"277edb25-d0ef-4c9a-8b18-2028adcdad17",false,SC
e300288f-5ece-44b4-a49d-fb34c7233cab,"72405602-da9a-40de-9471-6d2623e42f7c",db351f24-b9d9-46f5-902b-e6a033deee9a,12,0,"277edb25-d0ef-4c9a-8b18-2028adcdad17",false,SC
"699716e8-5c4e-4a89-993a-d867d090c85b","14eb6393-5a3f-43b7-8e6b-08d1abe69524",db351f24-b9d9-46f5-902b-e6a033deee9a,12,0,"277edb25-d0ef-4c9a-8b18-2028adcdad17",true,SC
"38609f37-43bc-416a-aa57-a41aa6139ed3","46f06f61-fede-4020-b6dc-92e7d3b2d311",db351f24-b9d9-46f5-902b-e6a033deee9a,12,0,"277edb25-d0ef-4c9a-8b18-2028adcdad17",false,SC
cb4d5f16-b1e3-4ba4-9535-86f312aa7ebc,b264132c-7a00-491f-9bdf-73d2d29baeb3,db351f24-b9d9-46f5-902b-e6a033deee9a,12,0,"277edb25-d0ef-4c9a-8b18-2028adcdad17",false,SC
"2a2da452-f8a6-41f2-8546-ad591c780f49","0995a25a-0742-4631-9169-76097beb307e",db351f24-b9d9-46f5-902b-e6a033deee9a,12,0,"277edb25-d0ef-4c9a-8b18-2028adcdad17",false,SC
"7b0d57e0-2f79-4b2f-85b2-d4ccb9746f74","571ebf36-b0c5-4215-b209-f2cbece92720",e8fcfc58-5aff-4f16-896d-39d8f8213c4c,10,11,ed7aaeb6-2ce3-436d-8873-dbc9cf1cc0c4,true,BA
"5fe1a578-c5ec-4797-8648-2b1328beb27b",dea7ac2e-37e8-4c68-ae5d-e4683865e407,e8fcfc58-5aff-4f16-896d-39d8f8213c4c,10,11,ed7aaeb6-2ce3-436d-8873-dbc9cf1cc0c4,false,BA
"20cdd507-03f4-4356-bdbc-f5bd871f7b10","373dd4bb-752f-4e29-a768-fcbe79811318",e8fcfc58-5aff-4f16-896d-39d8f8213c4c,10,11,ed7aaeb6-2ce3-436d-8873-dbc9cf1cc0c4,false,BA
ef69453d-33f3-4ebd-83a6-df204b468d63,fa64dd14-89f1-4573-8ce4-48502e3fa350,e8fcfc58-5aff-4f16-896d-39d8f8213c4c,10,11,ed7aaeb6-2ce3-436d-8873-dbc9cf1cc0c4,true,BA
a5a69494-44c5-425f-b82b-e2aaf316a33d,"309aa1d1-9a4f-4ac7-b2fe-977a45c3b759",e8fcfc58-5aff-4f16-896d-39d8f8213c4c,10,11,ed7aaeb6-2ce3-436d-8873-dbc9cf1cc0c4,false,BA
"9a85c92f-6d52-44aa-b90d-c3ecb968a910","44726449-ba64-4f38-a172-2df792cfd018",e8fcfc58-5aff-4f16-896d-39d8f8213c4c,10,11,ed7aaeb6-2ce3-436d-8873-dbc9cf1cc0c4,false,BA
"631fa0ae-2a4f-4f22-a12e-1d3cb9953990","868fd264-c23f-4670-9271-db840f7d3018",e8fcfc58-5aff-4f16-896d-39d8f8213c4c,10,11,ed7aaeb6-2ce3-436d-8873-dbc9cf1cc0c4,false,BA
"045d4617-f57d-4b94-b247-37043a623f1b","0e11b3f0-f298-44b2-8c03-aeb2583b0d46",e8fcfc58-5aff-4f16-896d-39d8f8213c4c,10,11,ed7aaeb6-2ce3-436d-8873-dbc9cf1cc0c4,false,BA
"6cabc618-ac79-4500-9e20-630df513f551","565c1332-859e-4de4-871b-536f092e432f",e8fcfc58-5aff-4f16-896d-39d8f8213c4c,10,11,ed7aaeb6-2ce3-436d-8873-dbc9cf1cc0c4,false,BA
"782139aa-34ad-49d4-8c6e-5ee37532e63e",f2622e2f-9d68-4386-9ec3-156ddefa5a5f,e8fcfc58-5aff-4f16-896d-39d8f8213c4c,10,11,ed7aaeb6-2ce3-436d-8873-dbc9cf1cc0c4,false,BA
"747cbbb6-6ecb-44fd-b357-945ed12ba25a","3df946cd-f5c4-4717-91a2-dbc0432735f7",e8fcfc58-5aff-4f16-896d-39d8f8213c4c,10,11,ed7aaeb6-2ce3-436d-8873-dbc9cf1cc0c4,false,BA
"49a4b366-3e99-4160-a814-5360396b9f10","46f06f61-fede-4020-b6dc-92e7d3b2d311",e8fcfc58-5aff-4f16-896d-39d8f8213c4c,10,11,ed7aaeb6-2ce3-436d-8873-dbc9cf1cc0c4,false,BA
"2de441c3-6bb5-4eb7-8a1d-2c5fc7356ab4",b9c1c2cf-e486-4281-aa21-c2c0ccb24b55,e8fcfc58-5aff-4f16-896d-39d8f8213c4c,10,11,ed7aaeb6-2ce3-436d-8873-dbc9cf1cc0c4,false,BA
bfb7e81e-3060-47b6-828a-d31c0e02fab2,"29e54481-f1bc-4f45-aa82-4c442866f0aa",e8fcfc58-5aff-4f16-896d-39d8f8213c4c,10,11,ed7aaeb6-2ce3-436d-8873-dbc9cf1cc0c4,false,BA
"1603f58a-f446-49b1-be43-b622c686c7ce","72405602-da9a-40de-9471-6d2623e42f7c",e8fcfc58-5aff-4f16-896d-39d8f8213c4c,10,11,ed7aaeb6-2ce3-436d-8873-dbc9cf1cc0c4,false,BA
e248ce0f-ab43-4102-89d6-8e6294a19030,"3cc02517-5304-4405-bb55-acd4c90b9960",b57caf43-64da-4053-b05f-f671a1006e5b,3,4,"897121e4-d1bf-4469-8303-e2ace82c9b4f",true,RS
